488211.3500,3281061.5400, 99.0138,1.864649,0.010201222,-0.00019000741,0.001382968,-0.000193610,406.459991
488164.9500,3281148.8600,102.0721,2.028791,0.002856063,-0.00005844733,-0.006647916,-0.000018311,405.619995
488115.7800,3281238.3500, 95.1469,2.081807,0.000798488,-0.00003866868,0.000008567,-0.000195416,404.829987
488070.9900,3281322.1900, 96.8895,2.281215,-0.007967216,0.00013675839,-0.025683270,0.000420027,403.899994
488021.4000,3281405.2600, 99.7296,2.093197,-0.001244487,0.00003484338,0.000146684,0.000019944,403.380005
487972.0200,3281491.8800, 95.6653,2.034986,0.001778190,-0.00003169478,0.004935061,-0.000015798,403.500000
487926.0900,3281575.7800, 98.2240,2.045826,0.002746382,-0.00005321957,0.009009941,-0.000015145,403.890015
487876.9100,3281660.8200, 99.0224,2.068959,0.000486822,-0.00000931260,0.006105515,0.000025583,404.690002
487828.8300,3281747.3900, 97.3927,2.093003,0.001034341,-0.00003570611,-0.003756587,0.000244412,405.420013
487780.7700,3281832.0900, 98.5877,2.068278,-0.000253069,-0.00000188507,-0.003993253,0.000225165,406.200012
487735.0700,3281919.4400,101.1267,2.086752,-0.002163871,0.00002340432,0.008146488,0.000011327,406.899994
487691.4300,3282010.6200, 96.4301,2.060533,-0.003319455,0.00005264525,0.003917023,0.000041528,407.809998
487652.8800,3282098.9600, 97.1784,1.925896,0.000613608,-0.00002673476,-0.014625840,0.000439081,408.410004
487620.2300,3282190.4500, 99.3375,1.955282,-0.002691635,0.00003055340,0.013635394,-0.000109988,409.059998
487590.8200,3282285.2700, 98.7853,1.909013,-0.003147359,0.00005537399,0.001028596,0.000132172,409.880005
487564.2200,3282380.4000, 99.3620,1.818114,-0.000067934,0.00000112304,0.009732086,-0.000039927,410.619995
487540.0200,3282476.7700, 98.3987,1.795237,0.001445759,-0.00003444500,0.093822000,-0.001713657,411.380005
487516.6100,3282572.3700, 58.1687,1.827057,-0.001841530,0.00008652316,0.005530039,0.000048556,412.299988
